,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
3688,15119,28.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,24,16.983359290708307
3689,669,39.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,24,6.893477242775372
3690,30392,37.0,4.9,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,30,22.42468720013485
3691,23786,26.0,4.6,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,28.940791966542747
3692,22862,32.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,29,5.5251295266514315
3693,37069,36.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Semi-Urban,54,19.813917054109016
3694,10373,28.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,17,5.092971006006412
3695,23320,25.0,4.9,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,19,35.31687623424488
3696,38530,29.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,19,22.424337535952017
3697,21829,39.0,4.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,30.21831803920408
3698,24720,22.0,4.6,Fog,Low,0,Snack,motorcycle,,No,Urban,20,16.887345083781224
3699,14639,33.0,4.8,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,5.355085488192454
3700,18959,22.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,17,2.7480376785787097
3701,12514,32.0,4.6,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,19,33.609296983347434
3702,31083,22.0,4.6,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,13,9.250806732746222
3703,25396,26.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,Urban,20,10.863252970445204
3704,20611,34.0,4.6,Sunny,Low,1,Snack,scooter,1.0,No,Urban,23,33.87888342785196
3705,39939,24.0,4.7,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,23,10.990983339997618
3706,643,23.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,42,33.60093545453369
3707,798,36.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,,40,17.627518294488194
3708,44183,35.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,2.6075717203751476
3709,20838,37.0,4.7,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,37,27.996320473972027
3710,19973,32.0,4.5,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,21.720454077437473
3711,28566,22.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,24.44215836465153
3712,39792,35.0,4.6,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,18,18.418290159210137
3713,4654,34.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,25,2.4131022598274288
3714,37411,38.0,4.6,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,13.033069393285368
3715,31128,36.0,3.5,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,34,19.02004842710336
3716,30021,22.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,5.433444004051128
3717,21944,29.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,20.145486743562856
3718,15866,38.0,4.4,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,22,7.185267888019592
3719,14266,27.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,34,32.727185077116935
3720,37837,37.0,4.0,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,42,16.808505904865015
3721,3058,29.0,4.6,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,20,22.42710995330617
3722,29155,34.0,4.4,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,33,32.43002204714917
3723,28731,39.0,4.8,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,34,16.36406162554583
3724,28283,39.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,46,21.608454551839937
3725,3092,,,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,23.186062412832655
3726,12289,27.0,4.8,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,18,15.460321141764826
3727,41538,22.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,7.479926745864532
3728,4804,23.0,5.0,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,19,30.37775134172457
3729,17723,27.0,4.5,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,17,7.639096221344319
3730,27895,23.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,5.454402119792561
3731,39440,20.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,22.42468720013485
3732,685,35.0,4.4,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Urban,32,12.461974684783856
3733,10884,26.0,4.5,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,35.71360894714356
3734,8385,36.0,4.2,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,28.54372122395265
3735,32875,38.0,4.5,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,5.093675031698152
3736,19281,28.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,29,20.772945379182953
3737,23297,34.0,4.5,Stormy,Low,1,Drinks,scooter,1.0,No,Urban,15,29.878147262341205
3738,9309,37.0,4.9,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,35,31.201630573926387
3739,41908,31.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,22.42710995330617
3740,12292,22.0,4.6,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,38,32.382950221883064
3741,18167,39.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,29,33.87908251517718
3742,5859,34.0,4.2,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,19.937731927412838
3743,17590,27.0,4.9,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,28.938031820363097
3744,712,27.0,5.0,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,14.152800689506924
3745,30329,24.0,4.7,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,18,9.970120160876103
3746,12540,38.0,5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,42,20.73905822509793
3747,31627,36.0,4.8,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,35,18.418097248817265
3748,36530,25.0,4.9,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,29,11.322241389964427
3749,9349,32.0,4.0,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,34,10.861297206710317
3750,31201,26.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,24,2.830560695427386
3751,10614,27.0,4.7,Stormy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,27,17.628198933935042
3752,5800,26.0,4.4,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,39,35.316354257365084
3753,30514,36.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,4.810794594547577
3754,24813,25.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,5.435861855165569
3755,42164,35.0,4.3,Windy,Jam,2,Snack,electric_scooter,0.0,No,Urban,39,18.035230225929404
3756,38178,28.0,4.9,Windy,High,1,Meal,motorcycle,1.0,No,Urban,20,11.322241389964427
3757,40708,,,Cloudy,Low,2,Meal,scooter,0.0,No,,15,2.607178877802544
3758,44081,36.0,4.6,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,17.555407850696636
3759,20264,28.0,4.5,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,14,2.747785858489837
3760,1619,31.0,4.8,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,17.58917037486796
3761,17678,22.0,4.7,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,12,2.401981152920626
3762,33681,23.0,4.9,Sunny,Low,2,Meal,motorcycle,0.0,No,Urban,26,18.23991208078124
3763,24745,22.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Urban,13,5.454858959156316
3764,30141,27.0,4.6,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,15,14.947608125376664
3765,23201,24.0,4.6,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,18,7.317853628427084
3766,42838,24.0,5.0,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,26,10.909819102440748
3767,34746,26.0,4.7,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38,31.224621312054914
3768,17558,22.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,17,24.85073293519794
3769,44313,28.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,17.82543981528144
3770,17966,30.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Urban,19,8.150615755621597
3771,3539,27.0,4.9,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,2.60730244649074
3772,13435,27.0,4.6,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,14,19.50975534395284
3773,45387,28.0,4.7,Sandstorms,Medium,2,Snack,motorcycle,0.0,No,Urban,20,7.476764854437809
3774,31280,21.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20.1009172477898
3775,41666,27.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,28,27.695018086879607
3776,26020,22.0,4.6,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,19,17.46966618219849
3777,44813,,,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,38,35.30875933847839
3778,21903,25.0,4.9,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,24,13.158102002808182
3779,44574,30.0,3.6,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,33,34.19997927841362
3780,25367,31.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,25,12.730818894581274
3781,27914,36.0,4.7,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,22.568090077640605
3782,23848,28.0,4.0,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,38,10.909070978879182
3783,2043,34.0,4.7,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,21,12.006201153853638
3784,42994,23.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,5.260862013422546
3785,40025,29.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,29,33.87246352800217
3786,18223,31.0,4.6,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,23,12.537954827491133
3787,7219,31.0,4.8,Fog,Medium,1,Snack,scooter,2.0,No,Urban,38,26.40436903089996
3788,8360,37.0,5.0,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,16.28754024448457
3789,17568,32.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,,26,12.733678439796202
3790,904,26.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,8.183061552298792
3791,40598,34.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,22,19.014619159692494
3792,16854,21.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,22.097587269111298
3793,5328,38.0,4.4,Stormy,Medium,1,Buffet,scooter,1.0,No,Urban,33,7.2042861380125816
3794,12254,23.0,4.6,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,19.335511289755534
3795,26410,31.0,4.6,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,32,10.376893230215444
3796,14221,30.0,4.6,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,23,5.263064892199206
3797,17095,28.0,4.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,26,15.048409014246454
3798,34879,,,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,30,8.49168153096395
3799,35538,31.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,17,30.37996456340289
3800,29108,27.0,4.8,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,25,10.523533273394701
3801,40614,25.0,4.8,Sunny,Medium,1,Meal,motorcycle,0.0,No,Urban,11,18.248764414025878
3802,14580,37.0,4.9,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,18,35.44793006433463
3803,32026,32.0,4.1,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,32,29.86281427274609
3804,18628,28.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,36,32.654292734970056
3805,20708,26.0,4.8,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,11,8.49168153096395
3806,32096,35.0,4.0,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,4.803583399596002
3807,29675,35.0,4.6,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,13.033069393285368
3808,28226,21.0,5.0,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,10,10.376893230215444
3809,25025,24.0,5.0,Fog,Low,1,Drinks,scooter,1.0,No,Urban,20,16.760639676504912
3810,20763,20.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Urban,21,21.81554985243132
3811,18817,,,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,15,9968.593696247444
3812,40017,22.0,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,29,24.45302502960183
3813,22300,24.0,4.1,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,33.08356649967019
3814,33152,34.0,4.5,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,12.456969260368892
3815,9394,25.0,4.8,Windy,Low,0,Drinks,motorcycle,1.0,No,,23,24.72667037509031
3816,40269,23.0,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,28,7.777086023305001
3817,33922,26.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,12.592779793310557
3818,15316,,,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,20.749812677521163
3819,35820,39.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,24,2.492637917225076
3820,36414,36.0,4.5,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,21,7.640347351838055
3821,18786,38.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28,24.72479298807213
3822,4233,34.0,4.8,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,27,10.523199553233907
3823,36967,30.0,3.8,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,36,6085.789475183948
3824,35643,,,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,8.150261126786713
3825,27696,27.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,,No,Metropolitian,29,21.736005769720467
3826,6473,37.0,4.9,Fog,Low,1,Buffet,motorcycle,,No,Metropolitian,15,5.092418627274416
3827,29973,,,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,2.401919275339044
3828,21561,20.0,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,9.964314871781621
3829,27199,28.0,4.5,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,18,21.731842822360882
3830,24845,20.0,4.6,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Urban,24,13.032324670330558
3831,39210,,,Sunny,High,2,Snack,scooter,0.0,No,Urban,17,10.367484798676339
3832,25954,25.0,4.6,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,21,5.261863391523964
3833,10523,20.0,4.6,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,17,5.3416219664171125
3834,12361,36.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,26,23.672398657880674
3835,11455,25.0,4.7,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,27,20.367076921682347
3836,29417,31.0,4.7,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,23,10595.388241740218
3837,15159,36.0,4.9,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,33.60828778885222
3838,16539,,,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,21,24.018731695530313
3839,9089,34.0,4.5,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,39,20.67827874326552
3840,41211,33.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,8.242857464554596
3841,22522,37.0,4.0,Stormy,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,54,22.565311303015232
3842,38593,39.0,4.3,Stormy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,38,2.748064390689558
3843,30764,20.0,5.0,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,13,16.983359290708307
3844,42004,20.0,4.6,Stormy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,21,10.866592937211784
3845,26822,26.0,4.6,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,21,8.244092910116246
3846,3358,29.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,23.677044261133762
3847,26321,38.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,26,10.869352706245227
3848,8541,27.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,15,2.830560695427386
3849,15622,37.0,5.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,16.30364378937506
3850,41122,36.0,4.6,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,16.36263011830883
3851,35853,35.0,3.6,Windy,Jam,2,Snack,scooter,1.0,No,Urban,42,17.628198933935042
3852,30954,39.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,19.020327289092158
3853,11071,20.0,4.8,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,33.756994883520484
3854,26862,20.0,4.7,Sandstorms,Jam,1,Snack,scooter,0.0,No,Urban,17,23.4552234256049
3855,34646,25.0,5.0,Windy,Jam,1,Buffet,motorcycle,1.0,No,Urban,13,13.573376099369458
3856,37158,34.0,4.8,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,29,7.237850818636622
3857,29614,38.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,28,2.7169345383957153
3858,22990,22.0,4.8,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,17.819211378872534
3859,8407,21.0,4.5,Sunny,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,42,12.730520888254697
3860,37899,32.0,5.0,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,27,21.047469617296635
3861,23050,25.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Urban,22,17.55581269718595
3862,6904,38.0,4.7,Fog,Low,1,Snack,scooter,0.0,No,Urban,15,2.63053758009452
3863,41877,26.0,4.7,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19,7.523979965107009
3864,25935,35.0,4.0,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,41,5.430198463730442
3865,39232,24.0,4.7,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,19,33.60318924179832
3866,4243,26.0,4.4,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,31.136136932686078
3867,14047,34.0,4.4,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,16.4844065999603
3868,5828,38.0,4.3,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,31,12.000341107617746
3869,41481,23.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,11,13.737176682508954
3870,34248,30.0,4.5,Windy,Low,1,Drinks,motorcycle,1.0,No,Urban,26,33.51078117021619
3871,11899,,,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,17,4.804455765558276
3872,4650,35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,10.428955396383753
3873,8039,38.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,50,19.004823279762064
3874,26501,24.0,4.6,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,27.576151286882897
3875,38800,31.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,18.143352841504907
3876,17230,37.0,4.1,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,34,5.262776227960611
3877,27988,23.0,4.8,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,23.325120592121657
3878,8952,21.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,15,14.152800689506924
3879,43529,28.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,27.69531013753767
3880,17986,30.0,5.0,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20.854967358408533
3881,37356,29.0,4.5,Sandstorms,High,1,Snack,motorcycle,0.0,No,Metropolitian,16,2.728129742463168
3882,13799,26.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,21,22.9089944200629
3883,9194,32.0,4.3,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,37,27.63349691901092
3884,12184,33.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,15,8.49168153096395
3885,28933,31.0,4.3,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,33.874402542652824
3886,1194,39.0,4.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,37,13.86953388413947
3887,37922,24.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,23.671666485722184
3888,23186,32.0,4.2,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,39,26.404249986857618
3889,43594,23.0,4.9,Cloudy,Medium,2,Buffet,motorcycle,0.0,No,Urban,18,11.322241389964427
3890,22320,21.0,4.8,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33,21.980543967626673
3891,41594,27.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,7.639212248109306
3892,13276,22.0,4.6,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,17,16.29461268770623
3893,44500,22.0,4.8,Sandstorms,Low,1,Buffet,scooter,1.0,,Urban,12,16.08489521621173
3894,3220,31.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,5.18612678067689
3895,23340,34.0,4.1,Windy,High,0,Meal,motorcycle,0.0,No,Metropolitian,42,10.307750406811541
3896,31926,30.0,4.9,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,22.914550685261915
3897,25515,23.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,2.495234551370702
3898,18401,33.0,4.6,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,24,22.095205240494558
3899,10621,35.0,4.9,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,18,2.830560695427386
3900,17748,32.0,4.6,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,26,29.8769762839353
3901,36232,28.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,25,30.216898929140488
3902,23574,37.0,4.9,Windy,Jam,0,Snack,motorcycle,1.0,Yes,Semi-Urban,46,7.639406335915521
3903,5739,26.0,4.5,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,25,10.522935129113385
3904,22921,39.0,4.9,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,7.477159947004978
3905,34300,37.0,5.0,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,16.293920855557126
3906,10849,20.0,4.9,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,27,31.136136932686078
3907,44038,20.0,4.6,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,33.86564704669266
3908,1938,31.0,4.6,Windy,Medium,2,Snack,motorcycle,1.0,No,Urban,26,10.863489698209918
3909,11636,21.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,21.04732262627099
3910,5805,35.0,4.6,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,47,5.435222315906293
3911,38032,33.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,15.786615217391144
3912,23797,28.0,4.8,Sunny,High,1,Drinks,motorcycle,1.0,,Urban,12,5.215153086859004
3913,34252,32.0,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20.062327797706114
3914,21280,28.0,4.6,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,28,10.033153873910551
3915,37854,29.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,25.475029507646852
3916,22519,38.0,4.7,Cloudy,Jam,0,Meal,motorcycle,3.0,No,Semi-Urban,52,21.979849798135653
3917,24488,23.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,35,22.911670186570717
3918,1965,31.0,4.7,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,31.204625330940004
3919,25305,,,Windy,High,2,Meal,electric_scooter,,No,Metropolitian,29,5.213596573275764
3920,12301,37.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,16.184899870311135
3921,8782,34.0,4.6,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,48,24.430530231630257
3922,4387,21.0,4.6,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,16,32.582380512600395
3923,4577,39.0,4.7,Windy,Low,0,Buffet,motorcycle,0.0,No,Urban,21,24.542332852314853
3924,42516,30.0,4.2,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,39,20.093844097662696
3925,8825,20.0,4.5,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,29,10.307540817677607
3926,30496,35.0,4.4,Windy,Jam,1,Drinks,motorcycle,1.0,No,Urban,32,35.30651687521344
3927,28401,37.0,4.7,Fog,High,2,Meal,electric_scooter,1.0,No,Metropolitian,31,2.5989031901662383
3928,6382,30.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,22,16.80675803471906
3929,3577,50.0,6.0,,,3,Meal,electric_scooter,0.0,No,Urban,25,10116.178604949238
3930,21306,34.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,34.19279569119084
3931,43101,35.0,4.7,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,16.983359290708307
3932,15498,23.0,4.9,Windy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,12,10.184026014704207
3933,3899,20.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,5.184951034550623
